Task_ID,Model,Layer,Compute,Self CPU (us),CPU Total (us),CUDA Total (us),Self CPU Mem (bytes),Self CUDA Mem (bytes),Total Execution Time (us),Total Memory Used (bytes),FLOPs,Memory Accessed (bytes)
heavy_1,DemoResNet50,forward_pass,W0,195358.0,8746679.0,0.0,-3354010800,0,8746679.0,-3354010800,41428270080.0,2972754320.0
heavy_1,DemoResNet50,ProfilerStep*,W0,89781.0,4418233.0,0.0,-3354010800,0,4418233.0,-3354010800,0.0,0.0
heavy_1,DemoResNet50,backbone_conv1,W0,939.0,92680.0,0.0,0,0,92680.0,0,1180139520.0,38133760.0
heavy_1,DemoResNet50,backbone_bn1,W0,682.0,28739.0,0.0,0,0,28739.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,backbone_relu,W0,460.0,97011.0,0.0,0,0,97011.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_maxpool,W0,642.0,382295.0,0.0,0,0,382295.0,0,0.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_conv1,W0,604.0,28530.0,0.0,0,0,28530.0,0,128450560.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_bn1,W0,567.0,10801.0,0.0,0,0,10801.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_relu,W0,3082.0,32618.0,0.0,0,0,32618.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_0_conv2,W0,507.0,74197.0,0.0,0,0,74197.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_bn2,W0,507.0,6592.0,0.0,0,0,6592.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_0_conv3,W0,486.0,62477.0,0.0,0,0,62477.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_bn3,W0,569.0,24541.0,0.0,0,0,24541.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_0_downsample_0,W0,508.0,62638.0,0.0,0,0,62638.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_0_downsample_1,W0,563.0,24747.0,0.0,0,0,24747.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add,W0,445.0,31504.0,0.0,0,0,31504.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_1_conv1,W0,642.0,66907.0,0.0,0,0,66907.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn1,W0,569.0,9961.0,0.0,0,0,9961.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_relu,W0,3773.0,32082.0,0.0,0,0,32082.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_1_conv2,W0,478.0,81872.0,0.0,0,0,81872.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_bn2,W0,494.0,6618.0,0.0,0,0,6618.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_1_conv3,W0,788.0,66958.0,0.0,0,0,66958.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_1_bn3,W0,535.0,25162.0,0.0,0,0,25162.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_1,W0,507.0,32843.0,0.0,0,0,32843.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer1_2_conv1,W0,459.0,62491.0,0.0,0,0,62491.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn1,W0,502.0,7161.0,0.0,0,0,7161.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_relu,W0,3318.0,35329.0,0.0,0,0,35329.0,0,0.0,64225280.0
heavy_1,DemoResNet50,backbone_layer1_2_conv2,W0,505.0,73016.0,0.0,0,0,73016.0,0,1156055040.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_bn2,W0,495.0,6683.0,0.0,0,0,6683.0,0,10035200.0,16056320.0
heavy_1,DemoResNet50,backbone_layer1_2_conv3,W0,557.0,76063.0,0.0,0,0,76063.0,0,513802240.0,40140800.0
heavy_1,DemoResNet50,backbone_layer1_2_bn3,W0,706.0,27421.0,0.0,0,0,27421.0,0,40140800.0,64225280.0
heavy_1,DemoResNet50,add_2,W0,637.0,33841.0,0.0,0,0,33841.0,0,0.0,96337920.0
heavy_1,DemoResNet50,backbone_layer2_0_conv1,W0,598.0,105782.0,0.0,0,0,105782.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_bn1,W0,618.0,13817.0,0.0,0,0,13817.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_relu,W0,3341.0,26099.0,0.0,0,0,26099.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_conv2,W0,499.0,87139.0,0.0,0,0,87139.0,0,1156055040.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn2,W0,446.0,4148.0,0.0,0,0,4148.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_0_conv3,W0,476.0,46376.0,0.0,0,0,46376.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_0_bn3,W0,571.0,14481.0,0.0,0,0,14481.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_0,W0,603.0,102194.0,0.0,0,0,102194.0,0,1027604480.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_0_downsample_1,W0,598.0,16886.0,0.0,0,0,16886.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_3,W0,626.0,17093.0,0.0,0,0,17093.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_1_conv1,W0,565.0,48016.0,0.0,0,0,48016.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn1,W0,465.0,3860.0,0.0,0,0,3860.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_relu,W0,2997.0,19695.0,0.0,0,0,19695.0,0,0.0,32112640.0
heavy_1,DemoResNet50,backbone_layer2_1_conv2,W0,544.0,69365.0,0.0,0,0,69365.0,0,1156055040.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_bn2,W0,555.0,6009.0,0.0,0,0,6009.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_1_conv3,W0,464.0,50678.0,0.0,0,0,50678.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_1_bn3,W0,549.0,13239.0,0.0,0,0,13239.0,0,20070400.0,32112640.0
heavy_1,DemoResNet50,add_4,W0,421.0,50247.0,0.0,0,0,50247.0,0,0.0,48168960.0
heavy_1,DemoResNet50,backbone_layer2_2_conv1,W0,683.0,137492.0,0.0,0,0,137492.0,0,513802240.0,20070400.0
heavy_1,DemoResNet50,backbone_layer2_2_bn1,W0,708.0,4944.0,0.0,0,0,4944.0,0,5017600.0,8028160.0
heavy_1,DemoResNet50,backbone_layer2_2_relu,W0,2541.0,36559.0,0.0,0,0,36559.0,0,0.0,32112640.0
